repair_id,bic_id_repair,user_id_repair,report_date,op_id_repair,STATION_id_repair,repair_date,repair_status
8000290,5000429,1000040,2021/01/24 09:19:36,3000024,4000065,2021-01-19 23:54:45,1
8000291,5000558,1000789,2020/12/24 15:58:03,3000026,4000097,2020-12-15 20:19:47,1
8000292,5000877,1000230,2021/01/02 07:28:07,3000040,4000024,2021-02-17 01:17:16,1
8000293,5000208,1000333,2020/12/01 03:32:33,3000043,4000007,2021-01-18 03:05:23,1
8000294,5000166,1000553,2020/12/18 19:38:58,3000048,4000091,2021-01-01 13:36:25,1
8000295,5000426,1000947,2021/01/11 17:01:42,3000002,4000056,2021-01-05 10:05:24,1
8000296,5000972,1000719,2021/01/30 08:58:17,3000013,4000059,2020-12-11 04:26:32,1
8000297,5000307,1000635,2021/01/24 22:34:50,3000025,4000012,2020-12-08 04:57:36,1
8000298,5000555,1000908,2020/12/31 16:55:16,3000005,4000021,2021-01-13 12:34:02,1
8000299,5000832,1000331,2021/02/12 22:53:52,3000024,4000068,2020-12-20 05:37:43,1
8000300,5000283,1000710,2020/12/24 13:57:56,3000037,4000094,2021-01-28 11:20:54,1
8000301,5000838,1000962,2020/12/25 10:08:06,3000008,4000051,2020-12-30 00:19:23,1
8000302,5000650,1000123,2021/01/21 12:10:11,3000046,4000020,2020-12-08 22:00:25,1
8000303,5000073,1000633,2021/02/16 06:29:36,3000029,4000015,2021-01-21 08:16:01,1
8000304,5000532,1000252,2021/02/08 06:03:41,3000032,4000074,2021-01-13 03:59:17,1
8000305,5000716,1000451,2021/01/07 18:36:47,3000048,4000091,2020-12-22 16:44:22,1
8000306,5000239,1000699,2021/01/06 06:46:14,3000005,4000018,2021-01-18 06:39:11,1
8000307,5000960,1000648,2021/01/12 02:29:58,3000003,4000000,2020-12-31 04:54:21,1
8000308,5000566,1000764,2020/12/29 16:35:23,3000037,4000094,2021-01-30 06:30:49,1
8000309,5000996,1000450,2021/02/10 07:05:42,3000026,4000097,2021-01-23 20:19:31,1
8000310,5000165,1000367,2021/01/06 17:38:25,3000018,4000054,2020-12-03 09:34:20,1
8000311,5000054,1000207,2021/01/05 08:39:53,3000032,4000075,2020-12-24 17:18:48,1
8000312,5000864,1000313,2020/12/07 18:28:22,3000025,4000081,2020-12-14 00:40:46,1
8000313,5000417,1000654,2021/02/01 11:57:48,3000024,4000068,2021-01-18 03:09:19,1
8000314,5000570,1000892,2020/12/04 22:11:05,3000025,4000049,2021-02-01 17:28:57,1
8000315,5000700,1000132,2021/01/07 06:52:51,3000039,4000086,2020-12-26 09:31:48,1
8000316,5000052,1000026,2021/01/26 17:47:10,3000017,4000096,2021-01-09 12:26:59,1
8000317,5000962,1000560,2021/02/20 06:45:38,3000037,4000092,2021-01-25 13:54:07,1
8000318,5000835,1000938,2020/12/12 22:56:11,3000010,4000042,2021-01-17 15:00:18,1
8000319,5000460,1000481,2021/02/11 18:56:41,3000008,4000038,2020-12-22 17:25:41,1
8000320,5000168,1000601,2021/01/15 11:02:52,3000029,4000025,2021-02-01 16:01:44,1
8000321,5000651,1000292,2020/12/26 01:55:12,3000003,4000045,2020-12-29 03:35:01,1
8000322,5000409,1000562,2021/02/11 21:32:36,3000025,4000081,2020-12-26 23:33:13,1
8000323,5000601,1000757,2020/12/14 18:42:28,3000046,4000082,2021-01-03 17:39:59,1
8000324,5000724,1000487,2020/12/14 14:09:51,3000014,4000099,2020-12-21 08:36:54,1
8000325,5000719,1000721,2020/12/20 23:48:06,3000046,4000020,2020-12-04 09:50:25,1
8000326,5000551,1000119,2021/01/17 16:35:50,3000044,4000010,2021-01-22 13:27:19,1
8000327,5000174,1000370,2021/02/02 15:03:22,3000031,4000072,2021-01-18 21:59:01,1
8000328,5000339,1000732,2021/02/06 12:26:13,3000038,4000067,2021-02-13 22:26:07,1
8000329,5000320,1000948,2021/01/17 19:59:22,3000015,4000063,2020-12-20 22:35:25,1
8000330,5000028,1000868,2021/01/15 23:31:19,3000046,4000082,,0
8000331,5000245,1000539,2020/12/06 09:41:59,3000027,4000011,2020-12-29 09:49:41,1
8000332,5000447,1000041,2020/12/29 18:25:42,3000038,4000067,2021-01-17 03:52:17,1
8000333,5000178,1000997,2021/02/08 22:37:59,3000006,4000031,2021-02-07 10:26:03,1
8000334,5000102,1000804,2020/12/19 19:02:44,3000024,4000073,2021-02-05 02:58:11,1
8000335,5000656,1000011,2021/01/08 02:40:27,3000005,4000021,2021-02-14 15:53:00,1
8000336,5000963,1000457,2021/01/23 01:58:12,3000014,4000099,2020-12-24 06:08:52,1
8000337,5000727,1000495,2021/02/13 20:24:54,3000027,4000011,2020-12-22 07:43:42,1
8000338,5000533,1000971,2020/12/12 01:01:40,3000013,4000059,2020-12-09 23:10:25,1
8000339,5000297,1000677,2020/12/17 11:05:18,3000040,4000041,2021-02-15 03:55:57,1
8000340,5000296,1000423,2021/01/30 18:33:59,3000014,4000023,2021-02-05 23:31:29,1
8000341,5000059,1000297,2021/02/07 14:02:22,3000000,4000034,2021-01-06 00:56:34,1
8000342,5000597,1000437,2020/12/26 01:09:23,3000038,4000067,2020-12-31 10:02:26,1
8000343,5000644,1000636,2020/12/30 09:01:55,3000002,4000056,2020-12-04 18:44:39,1
8000344,5000493,1000208,2020/12/19 20:28:44,3000009,4000030,2021-02-17 01:14:54,1
8000345,5000693,1000194,2020/12/28 11:48:12,3000040,4000024,2021-01-02 05:01:27,1
8000346,5000051,1000776,2021/02/10 23:06:49,3000001,4000028,2021-01-19 09:43:27,1
8000347,5000703,1000045,2020/12/07 16:28:56,3000004,4000084,2021-01-16 04:09:31,1
8000348,5000542,1000876,2020/12/31 23:21:21,3000020,4000016,2021-01-21 10:34:12,1
8000349,5000776,1000864,2021/01/29 23:59:10,3000021,4000035,2021-02-20 10:38:31,1
8000350,5000263,1000717,2020/12/29 02:25:28,3000035,4000069,2021-01-06 18:30:33,1
8000351,5000921,1000322,2021/01/30 07:59:17,3000011,4000009,2021-02-21 07:45:41,1
8000352,5000671,1000403,2020/12/08 23:41:40,3000013,4000059,2020-12-26 02:19:37,1
8000353,5000437,1000690,2021/01/24 21:29:44,3000038,4000052,2021-01-26 15:09:05,1
8000354,5000510,1000294,2021/01/17 01:01:03,3000038,4000046,2021-01-03 23:25:13,1
8000355,5000994,1000054,2021/01/16 06:54:50,3000039,4000077,2020-12-09 22:51:24,1
8000356,5000433,1000449,2021/01/04 13:17:32,3000010,4000027,2021-02-18 04:13:21,1
8000357,5000222,1000921,2020/12/05 01:16:34,3000000,4000033,2021-01-07 08:47:33,1
8000358,5000051,1000973,2020/12/31 08:58:14,3000001,4000028,2020-12-03 18:04:42,1
8000359,5000466,1000791,2021/01/05 09:49:10,3000039,4000043,2021-01-02 00:01:12,1
8000360,5000230,1000130,2021/01/29 10:43:10,3000009,4000030,2020-12-29 14:00:00,1
8000361,5000098,1000598,2020/12/08 04:53:13,3000010,4000071,2021-01-23 08:44:36,1
8000362,5000003,1000849,2021/01/17 18:50:36,3000038,4000052,,0
8000363,5000829,1000182,2020/12/25 15:24:01,3000014,4000023,2021-02-21 21:46:05,1
8000364,5000787,1000388,2021/01/17 15:58:50,3000039,4000077,2020-12-26 17:43:30,1
8000365,5000740,1000211,2021/02/14 06:47:05,3000017,4000096,2021-01-13 18:34:54,1
8000366,5000616,1000844,2020/12/29 21:27:09,3000037,4000092,2020-12-17 17:39:55,1
8000367,5000505,1000421,2020/12/05 04:17:04,3000002,4000056,2020-12-25 18:32:01,1
8000368,5000342,1000511,2020/12/16 09:46:56,3000044,4000026,2021-01-19 20:26:05,1
8000369,5000951,1000629,2020/12/20 17:05:42,3000024,4000073,2021-02-06 15:26:35,1
8000370,5000149,1000579,2020/12/13 16:21:11,3000031,4000072,2021-01-18 06:54:29,1
8000371,5000672,1000687,2021/02/19 11:50:17,3000046,4000020,2020-12-07 00:42:39,1
8000372,5000941,1000670,2020/12/04 18:33:42,3000038,4000067,2021-01-14 18:34:58,1
8000373,5000265,1000494,2021/01/01 06:33:19,3000015,4000063,2020-12-08 12:17:34,1
8000374,5000041,1000825,2021/01/19 12:13:11,3000015,4000037,2021-02-07 12:58:50,1
8000375,5000416,1000817,2021/01/11 16:17:54,3000002,4000056,2021-02-16 15:01:18,1
8000376,5000586,1000562,2020/12/10 10:45:38,3000037,4000094,2021-02-15 07:28:21,1
8000377,5000606,1000302,2021/02/16 02:27:44,3000015,4000022,2021-01-10 15:28:00,1
8000378,5000944,1000078,2021/01/18 06:50:23,3000044,4000010,2021-01-23 14:32:03,1
8000379,5000740,1000243,2020/12/20 15:11:16,3000017,4000096,2021-01-20 00:46:34,1
8000380,5000845,1000601,2021/01/04 12:17:36,3000020,4000016,2020-12-12 17:41:21,1
8000381,5000312,1000951,2021/01/18 02:37:38,3000039,4000089,2021-02-11 08:25:51,1
8000382,5000905,1000030,2021/01/22 10:46:28,3000025,4000049,2021-02-06 19:56:22,1
8000383,5000415,1000410,2021/02/07 05:00:07,3000015,4000022,2021-01-13 19:10:25,1
8000384,5000749,1000513,2021/01/20 13:13:21,3000005,4000018,2021-01-31 15:16:00,1
8000385,5000482,1000179,2020/12/02 21:21:00,3000035,4000070,2021-01-26 15:21:22,1
8000386,5000809,1000816,2021/02/18 05:03:44,3000015,4000063,2020-12-02 06:16:49,1
8000387,5000335,1000919,2020/12/02 15:52:31,3000010,4000071,2021-02-13 04:33:45,1
8000388,5000548,1000555,2021/01/29 21:27:17,3000039,4000077,2021-01-31 19:57:30,1
8000389,5000638,1000217,2020/12/15 10:23:31,3000014,4000048,2021-02-12 16:06:30,1
8000390,5000540,1000619,2020/12/04 19:39:37,3000024,4000079,2021-02-12 06:50:44,1
8000391,5000582,1000742,2021/01/04 02:40:19,3000017,4000096,2021-01-07 20:31:37,1
8000392,5000674,1000795,2021/02/13 19:50:19,3000018,4000064,2021-02-11 02:37:12,1
8000393,5000878,1000946,2021/01/03 09:00:17,3000006,4000031,2021-01-29 05:23:53,1
8000394,5000775,1000176,2021/01/02 05:24:45,3000016,4000017,2020-12-28 03:26:30,1
8000395,5000557,1000623,2021/02/09 14:13:43,3000040,4000041,2021-01-29 11:23:12,1
8000396,5000564,1000566,2020/12/03 13:52:32,3000032,4000075,2021-01-02 03:46:48,1
8000397,5000359,1000631,2021/01/04 09:48:46,3000029,4000080,2020-12-09 01:49:08,1
8000398,5000144,1000048,2020/12/01 06:06:35,3000009,4000002,2021-01-09 06:47:06,1
8000399,5000704,1000311,2021/01/25 10:14:52,3000014,4000099,2021-01-04 04:04:29,1
8000400,5000554,1000012,2021/01/09 23:22:24,3000015,4000032,2020-12-06 00:26:26,1
8000401,5000145,1000627,2020/12/27 03:35:34,3000048,4000091,2021-01-27 05:49:43,1
8000402,5000929,1000824,2020/12/25 17:12:46,3000005,4000018,2020-12-17 04:19:06,1
8000403,5000854,1000489,2020/12/15 11:28:24,3000032,4000074,2021-02-13 17:41:16,1
8000404,5000722,1000187,2021/01/29 05:08:54,3000026,4000006,2021-01-04 14:28:07,1
8000405,5000587,1000838,2020/12/09 02:04:32,3000040,4000041,2020-12-30 23:13:41,1
8000406,5000428,1000424,2021/02/09 07:35:39,3000044,4000044,2021-01-09 18:10:52,1
8000407,5000602,1000097,2020/12/30 15:37:38,3000040,4000093,2020-12-11 05:32:42,1
8000408,5000640,1000971,2020/12/21 06:16:10,3000044,4000040,2020-12-21 14:29:09,1
8000409,5000116,1000446,2020/12/11 12:30:24,3000015,4000022,2020-12-26 14:34:17,1
8000410,5000487,1000215,2021/01/03 00:31:07,3000036,4000001,2021-01-01 18:01:40,1
8000411,5000826,1000054,2021/01/02 18:51:56,3000010,4000071,2020-12-12 22:20:30,1
8000412,5000463,1000631,2020/12/22 10:47:44,3000025,4000081,2020-12-10 10:48:26,1
8000413,5000101,1000129,2021/01/10 06:28:58,3000040,4000041,2021-01-18 05:28:41,1
8000414,5000651,1000294,2021/02/10 16:22:43,3000003,4000045,2021-01-01 05:54:02,1
8000415,5000793,1000116,2021/01/25 05:33:04,3000038,4000052,2021-02-21 11:38:51,1
8000416,5000815,1000809,2021/01/30 07:00:23,3000024,4000079,2021-01-16 07:31:46,1
8000417,5000272,1000894,2020/12/19 01:57:02,3000014,4000099,2021-02-10 18:14:03,1
8000418,5000109,1000433,2021/02/12 22:42:19,3000031,4000072,2020-12-18 13:29:25,1
8000419,5000511,1000546,2021/02/18 01:42:58,3000024,4000068,2020-12-18 20:43:50,1
8000420,5000754,1000221,2021/02/02 01:44:42,3000036,4000001,2021-01-14 06:53:44,1
8000421,5000979,1000186,2021/01/17 17:06:06,3000044,4000010,2021-01-14 02:50:16,1
8000422,5000211,1000114,2021/02/02 03:56:17,3000038,4000067,2021-01-20 05:27:44,1
8000423,5000254,1000953,2021/01/12 00:51:59,3000002,4000056,2021-02-16 12:08:48,1
8000424,5000627,1000302,2021/02/09 03:03:53,3000032,4000074,2021-01-13 10:50:47,1
8000425,5000831,1000236,2021/02/11 03:27:22,3000022,4000060,2021-02-22 05:11:29,1
8000426,5000942,1000050,2020/12/20 22:19:38,3000035,4000070,2021-02-18 16:23:16,1
8000427,5000926,1000338,2021/02/01 05:30:02,3000038,4000046,2021-01-11 07:25:26,1
8000428,5000152,1000181,2020/12/26 16:53:48,3000021,4000035,2020-12-26 04:31:24,1
8000429,5000309,1000742,2020/12/09 20:10:22,3000008,4000051,2021-02-07 01:03:58,1
8000430,5000069,1000834,2020/12/30 19:23:41,3000017,4000096,2020-12-31 03:39:32,1
8000431,5000869,1000166,2021/01/06 09:35:09,3000041,4000008,2021-01-23 06:26:18,1
8000432,5000006,1000926,2021/01/29 13:10:26,3000000,4000033,,0
8000433,5000854,1000237,2021/01/05 05:29:33,3000032,4000074,2021-01-10 04:47:17,1
8000434,5000100,1000838,2021/02/04 13:05:37,3000040,4000093,2021-02-14 14:49:26,1
8000435,5000413,1000663,2020/12/22 20:24:06,3000027,4000011,2021-01-15 16:52:21,1
8000436,5000131,1000764,2020/12/04 14:25:00,3000008,4000038,2020-12-09 08:42:59,1
8000437,5000942,1000914,2021/01/13 23:43:35,3000035,4000070,2021-02-16 02:28:15,1
8000438,5000330,1000959,2021/01/06 16:17:21,3000005,4000018,2021-01-06 09:51:52,1
8000439,5000150,1000851,2021/01/04 18:56:04,3000039,4000089,2021-01-15 10:06:16,1
8000440,5000244,1000933,2020/12/16 14:15:45,3000005,4000021,2021-01-25 05:48:08,1
8000441,5000449,1000785,2021/02/03 13:38:27,3000038,4000053,2020-12-18 16:38:49,1
8000442,5000798,1000717,2021/01/02 21:40:54,3000003,4000045,2020-12-19 14:14:45,1
8000443,5000395,1000897,2020/12/04 19:15:40,3000024,4000073,2020-12-21 22:00:07,1
8000444,5000000,1000391,2021/02/06 12:58:49,3000024,4000073,,0
8000445,5000839,1000756,2021/02/03 21:17:06,3000037,4000094,2021-01-19 08:06:16,1
8000446,5000292,1000594,2021/02/05 17:59:47,3000038,4000053,2021-02-01 23:55:17,1
8000447,5000282,1000813,2021/01/03 17:03:01,3000015,4000037,2020-12-03 16:18:34,1
8000448,5000588,1000963,2021/02/03 09:51:44,3000029,4000005,2021-01-04 01:11:05,1
8000449,5000307,1000729,2021/01/19 04:41:00,3000025,4000012,2021-01-06 05:06:29,1
8000450,5000356,1000050,2020/12/11 13:23:25,3000014,4000099,2021-01-17 08:21:18,1
8000451,5000526,1000009,2021/01/28 04:17:34,3000037,4000092,2021-01-13 02:39:35,1
8000452,5000561,1000531,2021/01/08 07:32:30,3000040,4000003,2020-12-17 18:54:13,1
8000453,5000585,1000553,2020/12/19 23:16:43,3000037,4000019,2021-01-29 20:08:53,1
8000454,5000975,1000172,2020/12/02 16:37:24,3000023,4000061,2020-12-10 22:14:10,1
8000455,5000444,1000430,2021/01/06 16:39:02,3000008,4000087,2020-12-19 09:58:16,1
8000456,5000512,1000412,2020/12/22 09:16:48,3000043,4000007,2020-12-18 23:59:28,1
8000457,5000566,1000683,2020/12/21 17:48:14,3000037,4000094,2020-12-27 02:11:38,1
8000458,5000272,1000679,2021/02/10 19:59:16,3000014,4000099,2021-01-24 21:57:37,1
8000459,5000664,1000547,2021/02/07 15:02:26,3000003,4000083,2021-01-26 23:41:56,1
8000460,5000283,1000895,2020/12/10 22:36:55,3000037,4000094,2021-02-03 23:02:00,1
8000461,5000123,1000684,2020/12/31 10:16:26,3000039,4000043,2021-02-11 20:32:10,1
8000462,5000955,1000698,2021/02/15 12:59:50,3000018,4000054,2021-02-15 06:31:28,1
8000463,5000276,1000516,2021/01/12 21:57:53,3000026,4000036,2020-12-15 04:10:58,1
8000464,5000003,1000147,2020/12/18 00:51:05,3000038,4000052,2021-02-05 02:59:25,1
8000465,5000323,1000316,2021/01/26 16:56:38,3000046,4000020,2021-02-02 08:05:22,1
8000466,5000907,1000673,2020/12/25 12:11:56,3000002,4000056,2021-02-02 17:23:12,1
8000467,5000301,1000579,2020/12/13 02:19:43,3000044,4000040,2021-01-08 20:50:19,1
8000468,5000923,1000683,2020/12/21 09:17:51,3000038,4000046,2021-02-14 03:36:02,1
8000469,5000997,1000411,2021/02/18 14:18:31,3000035,4000069,2021-02-23 08:46:14,1
8000470,5000028,1000394,2020/12/23 11:55:50,3000046,4000082,2020-12-07 06:50:27,1
8000471,5000199,1000704,2020/12/04 06:30:06,3000040,4000093,2020-12-30 22:23:46,1
8000472,5000977,1000215,2020/12/21 21:14:29,3000000,4000033,2021-01-23 09:04:58,1
8000473,5000226,1000300,2020/12/03 18:01:26,3000025,4000081,2020-12-24 02:06:50,1
8000474,5000915,1000749,2021/01/22 06:32:01,3000014,4000048,2021-01-20 08:04:05,1
8000475,5000345,1000452,2021/02/15 02:26:32,3000036,4000001,2021-02-06 04:00:23,1
8000476,5000175,1000813,2021/02/14 07:17:43,3000048,4000095,2021-01-05 18:45:50,1
8000477,5000762,1000401,2020/12/20 18:59:31,3000029,4000029,2020-12-29 14:41:07,1
8000478,5000320,1000018,2021/01/09 18:58:54,3000015,4000063,2021-02-10 22:12:58,1
8000479,5000854,1000113,2020/12/07 20:57:43,3000032,4000074,2021-02-09 02:43:45,1
8000480,5000765,1000439,2021/02/13 12:47:22,3000016,4000057,2020-12-20 02:18:45,1
8000481,5000458,1000167,2021/01/15 20:57:46,3000026,4000097,2020-12-11 05:05:56,1
8000482,5000925,1000489,2020/12/24 06:49:55,3000008,4000087,2021-01-25 04:03:49,1
8000483,5000588,1000432,2021/01/03 11:47:01,3000029,4000005,2021-02-15 08:47:49,1
8000484,5000706,1000403,2021/01/31 01:33:04,3000035,4000070,2021-02-03 22:57:06,1
8000485,5000781,1000359,2021/01/21 17:46:24,3000046,4000020,2020-12-17 05:25:19,1
8000486,5000256,1000518,2020/12/31 10:55:13,3000039,4000086,2021-02-04 00:18:59,1
8000487,5000995,1000931,2021/01/02 12:04:28,3000036,4000001,2021-01-16 06:57:14,1
8000488,5000662,1000326,2021/01/18 15:53:35,3000037,4000019,2021-01-28 13:25:54,1
8000489,5000247,1000010,2021/01/28 07:08:44,3000043,4000007,2021-02-08 10:38:12,1
8000490,5000074,1000927,2021/01/25 10:33:56,3000040,4000003,2020-12-30 08:29:23,1
8000491,5000511,1000774,2021/01/09 22:29:13,3000024,4000068,2021-01-13 14:15:12,1
8000492,5000979,1000094,2021/01/14 13:36:50,3000044,4000010,2020-12-14 15:17:41,1
8000493,5000307,1000426,2020/12/19 02:24:57,3000025,4000012,2021-02-12 18:41:42,1
8000494,5000317,1000522,2021/02/16 13:27:19,3000044,4000040,2021-02-16 14:48:56,1
8000495,5000878,1000122,2020/12/08 14:47:54,3000006,4000031,2021-01-12 19:34:35,1
8000496,5000296,1000548,2021/01/31 16:11:26,3000014,4000023,2021-01-31 04:49:48,1
8000497,5000599,1000178,2021/02/15 06:44:37,3000002,4000039,2021-02-11 21:31:53,1
8000498,5000096,1000897,2021/01/17 14:34:07,3000011,4000009,2021-02-09 07:01:13,1
8000499,5000902,1000182,2020/12/30 18:46:07,3000026,4000097,2020-12-15 06:52:08,1
8000500,5000215,1000754,2021/02/11 01:10:22,3000013,4000059,2020-12-05 15:31:31,1
8000501,5000299,1000272,2021/01/22 18:17:41,3000031,4000072,2020-12-22 22:28:53,1
8000502,5000864,1000145,2021/01/04 09:12:44,3000025,4000081,2020-12-02 14:53:48,1
8000503,5000408,1000253,2020/12/15 23:37:54,3000008,4000038,2021-02-17 17:21:48,1
8000504,5000357,1000683,2021/01/25 15:25:21,3000026,4000036,2021-01-08 06:31:57,1
8000505,5000264,1000725,2020/12/22 07:13:48,3000002,4000039,2021-01-05 09:45:21,1
8000506,5000505,1000043,2021/01/12 08:24:29,3000002,4000056,2020-12-10 16:42:03,1
8000507,5000618,1000609,2020/12/20 18:49:47,3000004,4000084,2021-01-21 18:29:12,1
8000508,5000448,1000515,2021/02/03 05:46:52,3000032,4000075,2020-12-14 22:10:02,1
8000509,5000488,1000881,2021/02/20 17:24:36,3000024,4000073,2020-12-31 11:54:10,1
8000510,5000173,1000316,2020/12/02 19:38:01,3000037,4000094,2021-01-09 14:08:42,1
8000511,5000407,1000856,2020/12/31 09:19:24,3000003,4000083,2021-01-18 15:20:30,1
8000512,5000745,1000130,2020/12/13 19:04:10,3000048,4000091,2020-12-16 11:38:42,1
8000513,5000504,1000723,2021/02/18 23:06:23,3000038,4000053,2021-02-21 00:04:36,1
8000514,5000590,1000451,2021/02/20 16:52:30,3000038,4000067,2021-01-19 05:54:00,1
8000515,5000401,1000994,2021/01/21 16:31:04,3000041,4000008,2021-02-13 00:12:54,1
8000516,5000379,1000853,2020/12/20 10:49:41,3000003,4000000,2021-02-18 17:21:41,1
8000517,5000746,1000914,2020/12/08 20:50:29,3000040,4000093,2020-12-28 07:25:48,1
8000518,5000648,1000536,2020/12/13 11:03:13,3000026,4000036,2021-01-13 11:47:05,1
8000519,5000734,1000181,2021/01/27 15:06:12,3000024,4000073,2021-01-10 00:50:27,1
8000520,5000512,1000549,2020/12/08 14:31:16,3000043,4000007,2021-02-10 03:17:15,1
8000521,5000332,1000239,2021/01/30 23:09:14,3000031,4000072,2020-12-31 11:50:30,1
8000522,5000994,1000679,2020/12/12 16:46:01,3000039,4000077,2020-12-31 13:08:12,1
8000523,5000890,1000623,2021/01/15 04:43:42,3000026,4000006,2020-12-29 03:09:29,1
8000524,5000939,1000311,2021/01/19 22:36:42,3000041,4000008,2021-01-16 00:32:00,1
8000525,5000915,1000240,2020/12/30 20:55:20,3000014,4000048,2021-02-02 20:52:02,1
8000526,5000943,1000872,2021/01/28 09:19:42,3000043,4000007,2021-01-02 23:23:18,1
8000527,5000919,1000152,2021/01/06 05:13:05,3000032,4000047,2021-01-13 23:20:26,1
8000528,5000704,1000420,2021/01/16 10:41:33,3000014,4000099,2021-01-10 10:16:43,1
8000529,5000377,1000682,2021/01/04 01:11:12,3000005,4000021,2020-12-11 10:30:30,1
8000530,5000109,1000027,2021/02/20 06:25:24,3000031,4000072,2020-12-24 13:05:24,1
8000531,5000133,1000720,2021/02/17 07:10:54,3000011,4000009,2021-01-10 07:48:07,1
8000532,5000693,1000076,2021/01/04 02:34:56,3000040,4000024,2021-01-17 11:53:23,1
8000533,5000902,1000259,2021/01/18 19:18:51,3000026,4000097,2020-12-12 15:26:41,1
8000534,5000219,1000383,2020/12/10 09:39:19,3000026,4000097,2021-02-10 18:42:32,1
8000535,5000082,1000144,2021/02/01 13:03:55,3000013,4000059,2020-12-29 15:08:56,1
8000536,5000087,1000578,2021/02/01 22:16:27,3000013,4000059,2021-02-05 02:17:02,1
8000537,5000265,1000157,2020/12/03 16:13:41,3000015,4000063,2021-02-15 23:11:48,1
8000538,5000749,1000076,2021/02/19 06:03:08,3000005,4000018,2021-01-17 18:28:59,1
8000539,5000596,1000934,2021/01/01 02:12:54,3000029,4000005,2021-02-14 00:40:27,1
8000540,5000357,1000699,2021/02/18 03:55:47,3000026,4000036,2020-12-26 23:46:56,1
8000541,5000789,1000167,2021/01/05 03:21:27,3000032,4000047,2021-01-22 01:07:22,1
8000542,5000570,1000186,2021/01/01 18:08:25,3000025,4000049,2020-12-09 11:42:09,1
8000543,5000670,1000083,2021/02/05 20:16:55,3000006,4000031,2021-01-20 09:14:58,1
8000544,5000052,1000796,2020/12/05 00:42:09,3000017,4000096,2021-02-22 06:36:55,1
8000545,5000192,1000205,2021/02/12 18:49:57,3000008,4000038,2021-02-05 19:31:52,1
8000546,5000327,1000520,2021/01/23 08:40:01,3000009,4000030,2021-02-11 03:52:53,1
8000547,5000698,1000730,2020/12/28 05:55:18,3000040,4000024,2021-02-14 03:44:12,1
8000548,5000175,1000428,2021/01/14 18:59:35,3000048,4000095,2021-02-18 17:14:30,1
8000549,5000323,1000828,2021/01/05 19:25:29,3000046,4000020,2021-01-28 21:01:13,1
8000550,5000706,1000251,2021/02/07 18:46:11,3000035,4000070,2020-12-17 16:17:39,1
8000551,5000002,1000387,2020/12/20 04:52:36,3000046,4000020,2020-12-24 18:22:50,1
8000552,5000387,1000107,2021/01/06 20:45:31,3000026,4000036,2020-12-29 20:05:15,1
8000553,5000489,1000230,2020/12/22 20:58:41,3000025,4000049,2020-12-11 05:20:25,1
8000554,5000757,1000784,2020/12/10 19:37:59,3000022,4000060,2021-02-10 22:36:48,1
8000555,5000240,1000719,2021/01/24 12:58:07,3000015,4000037,2021-02-09 20:46:33,1
8000556,5000415,1000851,2020/12/11 02:00:16,3000015,4000022,2021-01-16 13:18:40,1
8000557,5000793,1000112,2021/02/19 08:23:53,3000038,4000052,2020-12-31 17:29:45,1
8000558,5000419,1000659,2021/01/11 08:51:03,3000040,4000041,2020-12-23 16:03:27,1
8000559,5000378,1000784,2021/01/31 21:28:17,3000024,4000073,2020-12-27 16:28:51,1
8000560,5000288,1000468,2020/12/29 17:26:51,3000005,4000021,2020-12-25 00:58:33,1
8000561,5000859,1000180,2020/12/17 16:47:49,3000008,4000051,2021-01-15 05:08:52,1
8000562,5000384,1000264,2021/02/06 23:39:59,3000048,4000091,2020-12-01 22:01:21,1
8000563,5000275,1000987,2021/01/28 06:17:30,3000006,4000076,2021-01-15 08:28:17,1
8000564,5000387,1000694,2020/12/06 02:10:04,3000026,4000036,2020-12-10 01:36:46,1
8000565,5000042,1000170,2020/12/07 20:44:23,3000032,4000075,2021-02-06 01:51:55,1
8000566,5000015,1000538,2021/01/28 17:25:45,3000025,4000012,,0
8000567,5000146,1000895,2021/01/24 02:53:14,3000028,4000004,2021-02-01 10:08:50,1
8000568,5000754,1000643,2021/01/16 09:49:38,3000036,4000001,2020-12-08 13:40:51,1
8000569,5000630,1000867,2021/01/31 16:35:50,3000039,4000089,2020-12-14 10:38:06,1
8000570,5000003,1000732,2020/12/28 13:29:49,3000038,4000052,2021-01-20 14:27:04,1
8000571,5000198,1000211,2021/02/05 18:04:06,3000040,4000024,2020-12-12 19:54:27,1
8000572,5000882,1000731,2021/01/13 16:30:15,3000024,4000065,2020-12-26 06:26:18,1
8000573,5000396,1000300,2021/01/22 12:51:25,3000044,4000010,2020-12-08 04:02:39,1
8000574,5000556,1000848,2021/01/09 00:33:21,3000035,4000013,2021-02-17 10:30:36,1
8000575,5000812,1000754,2020/12/17 07:33:09,3000046,4000020,2021-01-04 05:20:48,1
8000576,5000643,1000096,2020/12/02 11:20:05,3000010,4000027,2021-02-16 17:28:18,1
8000577,5000426,1000248,2020/12/14 11:03:41,3000002,4000056,2021-01-31 00:42:43,1
8000578,5000720,1000125,2021/01/05 20:30:15,3000029,4000025,2021-01-11 06:35:39,1
8000579,5000847,1000885,2021/01/04 03:07:35,3000022,4000060,2020-12-29 12:34:15,1
8000580,5000198,1000028,2020/12/29 18:13:26,3000040,4000024,2020-12-05 10:42:07,1
