trip_id,user_id_trip,bic_id_trip,start_time,end_time,start_STATION_id,end_STATION_id,trip_amount
7000663,1000785,5000346,2021/01/05 13:17:53,2021/01/05 13:32:53,4000074,4000062,1.5
7000664,1000462,5000669,2020/12/17 18:15:19,2020/12/17 18:41:19,4000094,4000083,2.6
7000665,1000487,5000241,2021/02/17 00:41:05,2021/02/17 00:46:05,4000077,4000003,0.5
7000666,1000223,5000893,2021/01/21 06:51:46,2021/01/21 07:17:46,4000024,4000089,2.6
7000667,1000746,5000866,2021/01/22 06:01:13,2021/01/22 06:24:13,4000061,4000088,2.3000000000000003
7000668,1000390,5000711,2021/01/02 04:02:34,2021/01/02 04:14:34,4000093,4000050,1.2000000000000002
7000669,1000907,5000264,2021/02/12 20:38:55,2021/02/12 21:07:55,4000089,4000097,2.9000000000000004
7000670,1000951,5000703,2021/02/03 03:23:16,2021/02/03 03:33:16,4000084,4000084,1.0
7000671,1000464,5000925,2020/12/17 17:35:34,2020/12/17 18:00:34,4000095,4000046,2.5
7000672,1000145,5000963,2020/12/17 11:39:20,2020/12/17 12:03:20,4000031,4000030,2.4000000000000004
7000673,1000589,5000689,2021/01/31 23:05:18,2021/01/31 23:23:18,4000030,4000099,1.8
7000674,1000972,5000829,2021/01/12 21:59:00,2021/01/12 22:12:00,4000087,4000023,1.3
7000675,1000708,5000151,2020/12/30 23:13:27,2020/12/30 23:41:27,4000085,4000080,2.8000000000000003
7000676,1000110,5000888,2021/02/19 14:14:24,2021/02/19 14:41:24,4000003,4000053,2.7
7000677,1000010,5000972,2021/02/09 20:51:11,2021/02/09 20:57:11,4000003,4000084,0.6000000000000001
7000678,1000141,5000067,2021/02/02 05:41:51,2021/02/02 06:09:51,4000076,4000032,2.8000000000000003
7000679,1000011,5000678,2020/12/30 08:24:43,2020/12/30 08:37:43,4000010,4000015,1.3
7000680,1000771,5000083,2020/12/20 20:15:40,2020/12/20 20:36:40,4000015,4000059,2.1
7000681,1000382,5000606,2020/12/05 11:26:13,2020/12/05 11:52:13,4000004,4000021,2.6
7000682,1000682,5000027,2021/01/21 15:22:23,2021/01/21 15:35:23,4000079,4000096,1.3
7000683,1000726,5000664,2021/02/08 14:56:54,2021/02/08 15:14:54,4000042,4000083,1.8
7000684,1000896,5000963,2021/02/20 15:41:19,2021/02/20 16:04:19,4000018,4000099,2.3000000000000003
7000685,1000316,5000213,2021/02/15 08:06:55,2021/02/15 08:27:55,4000077,4000040,2.1
7000686,1000287,5000313,2021/01/18 09:08:33,2021/01/18 09:20:33,4000030,4000055,1.2000000000000002
7000687,1000493,5000989,2021/01/06 15:26:08,2021/01/06 15:40:08,4000022,4000070,1.4000000000000001
7000688,1000258,5000414,2021/01/20 17:19:12,2021/01/20 17:26:12,4000095,4000044,0.7000000000000001
7000689,1000957,5000958,2021/01/09 07:23:03,2021/01/09 07:29:03,4000004,4000096,0.6000000000000001
7000690,1000385,5000742,2020/12/29 07:06:25,2020/12/29 07:21:25,4000062,4000093,1.5
7000691,1000511,5000218,2021/01/12 17:08:55,2021/01/12 17:23:55,4000077,4000027,1.5
7000692,1000077,5000734,2021/01/14 11:58:14,2021/01/14 12:22:14,4000000,4000055,2.4000000000000004
7000693,1000277,5000447,2021/01/06 05:30:46,2021/01/06 05:46:46,4000055,4000002,1.6
7000694,1000312,5000516,2021/02/11 16:16:36,2021/02/11 16:37:36,4000015,4000009,2.1
7000695,1000683,5000249,2021/01/07 18:51:08,2021/01/07 19:14:08,4000060,4000080,2.3000000000000003
7000696,1000245,5000811,2020/12/26 14:43:56,2020/12/26 14:58:56,4000085,4000038,1.5
7000697,1000957,5000290,2020/12/29 13:20:19,2020/12/29 13:39:19,4000011,4000026,1.9000000000000001
7000698,1000333,5000191,2020/12/02 05:02:59,2020/12/02 05:08:59,4000070,4000088,0.6000000000000001
7000699,1000952,5000975,2020/12/28 08:41:31,2020/12/28 09:00:31,4000022,4000087,1.9000000000000001
7000700,1000416,5000383,2020/12/03 22:38:29,2020/12/03 22:49:29,4000085,4000027,1.1
7000701,1000491,5000055,2020/12/09 15:45:56,2020/12/09 16:00:56,4000035,4000061,1.5
7000702,1000640,5000735,2021/02/18 20:17:57,2021/02/18 20:38:57,4000041,4000028,2.1
7000703,1000772,5000557,2020/12/01 15:34:17,2020/12/01 15:51:17,4000062,4000071,1.7000000000000002
7000704,1000141,5000867,2020/12/28 15:40:55,2020/12/28 15:47:55,4000033,4000008,0.7000000000000001
7000705,1000947,5000787,2020/12/22 14:45:11,2020/12/22 14:52:11,4000093,4000004,0.7000000000000001
7000706,1000822,5000420,2021/01/25 11:00:08,2021/01/25 11:20:08,4000072,4000030,2.0
7000707,1000594,5000501,2020/12/10 20:44:21,2020/12/10 20:56:21,4000049,4000035,1.2000000000000002
7000708,1000102,5000952,2020/12/27 01:47:07,2020/12/27 02:16:07,4000072,4000034,2.9000000000000004
7000709,1000280,5000710,2021/02/19 15:03:58,2021/02/19 15:17:58,4000062,4000014,1.4000000000000001
7000710,1000768,5000583,2020/12/29 03:50:19,2020/12/29 04:19:19,4000036,4000042,2.9000000000000004
7000711,1000372,5000707,2021/01/10 23:50:56,2021/01/11 00:16:56,4000065,4000035,2.6
7000712,1000501,5000701,2021/01/17 11:42:26,2021/01/17 12:00:26,4000048,4000022,1.8
7000713,1000950,5000211,2021/01/07 23:32:39,2021/01/07 23:50:39,4000012,4000025,1.8
7000714,1000893,5000375,2021/02/07 12:24:06,2021/02/07 12:34:06,4000018,4000079,1.0
7000715,1000779,5000782,2021/02/11 18:35:50,2021/02/11 19:02:50,4000005,4000098,2.7
7000716,1000133,5000599,2021/02/11 21:07:51,2021/02/11 21:22:51,4000081,4000039,1.5
7000717,1000013,5000174,2021/01/09 09:19:16,2021/01/09 09:34:16,4000049,4000096,1.5
7000718,1000539,5000152,2021/02/19 00:30:31,2021/02/19 00:59:31,4000003,4000035,2.9000000000000004
7000719,1000278,5000441,2021/01/15 22:56:13,2021/01/15 23:24:13,4000050,4000085,2.8000000000000003
7000720,1000199,5000605,2021/01/09 20:17:21,2021/01/09 20:44:21,4000006,4000093,2.7
7000721,1000454,5000602,2021/01/16 18:13:25,2021/01/16 18:24:25,4000072,4000033,1.1
7000722,1000044,5000918,2021/02/12 02:04:37,2021/02/12 02:19:37,4000087,4000060,1.5
7000723,1000403,5000213,2020/12/24 01:20:09,2020/12/24 01:43:09,4000061,4000035,2.3000000000000003
7000724,1000757,5000514,2020/12/15 11:42:33,2020/12/15 12:07:33,4000077,4000078,2.5
7000725,1000514,5000363,2021/02/14 13:19:27,2021/02/14 13:38:27,4000011,4000004,1.9000000000000001
7000726,1000983,5000379,2020/12/07 04:20:58,2020/12/07 04:31:58,4000056,4000060,1.1
7000727,1000891,5000155,2021/02/09 15:09:37,2021/02/09 15:18:37,4000021,4000097,0.9
7000728,1000148,5000212,2021/01/29 21:12:26,2021/01/29 21:26:26,4000031,4000004,1.4000000000000001
7000729,1000140,5000859,2021/02/16 15:32:28,2021/02/16 15:38:28,4000017,4000051,0.6000000000000001
7000730,1000081,5000789,2021/01/23 03:02:02,2021/01/23 03:18:02,4000066,4000015,1.6
7000731,1000570,5000158,2020/12/26 01:50:32,2020/12/26 01:58:32,4000000,4000012,0.8
7000732,1000326,5000117,2021/01/24 10:08:58,2021/01/24 10:17:58,4000044,4000055,0.9
7000733,1000648,5000183,2021/02/11 16:13:44,2021/02/11 16:42:44,4000045,4000039,2.9000000000000004
7000734,1000017,5000307,2021/01/17 22:33:18,2021/01/17 22:43:18,4000086,4000012,1.0
7000735,1000774,5000235,2021/01/29 17:54:44,2021/01/29 18:24:44,4000065,4000061,3.0
7000736,1000085,5000750,2020/12/29 07:31:26,2020/12/29 07:44:26,4000031,4000089,1.3
7000737,1000651,5000828,2020/12/15 21:36:58,2020/12/15 21:51:58,4000027,4000076,1.5
7000738,1000976,5000781,2021/02/06 07:16:55,2021/02/06 07:39:55,4000015,4000020,2.3000000000000003
7000739,1000701,5000347,2020/12/20 05:16:49,2020/12/20 05:31:49,4000031,4000088,1.5
7000740,1000995,5000997,2021/02/17 05:14:07,2021/02/17 05:33:07,4000018,4000069,1.9000000000000001
7000741,1000952,5000096,2021/01/12 18:26:13,2021/01/12 18:45:13,4000053,4000056,1.9000000000000001
7000742,1000447,5000264,2020/12/10 20:23:57,2020/12/10 20:44:57,4000014,4000029,2.1
7000743,1000308,5000505,2020/12/19 12:06:45,2020/12/19 12:14:45,4000054,4000011,0.8
7000744,1000989,5000581,2021/02/18 09:03:46,2021/02/18 09:29:46,4000071,4000091,2.6
7000745,1000542,5000402,2020/12/07 15:34:07,2020/12/07 15:41:07,4000027,4000037,0.7000000000000001
7000746,1000701,5000306,2021/01/06 12:19:28,2021/01/06 12:44:28,4000003,4000019,2.5
7000747,1000941,5000233,2020/12/10 05:51:13,2020/12/10 06:02:13,4000060,4000045,1.1
7000748,1000204,5000738,2021/01/19 21:30:12,2021/01/19 21:50:12,4000043,4000009,2.0
7000749,1000073,5000950,2021/01/07 20:29:56,2021/01/07 20:35:56,4000041,4000055,0.6000000000000001
7000750,1000521,5000998,2021/01/04 23:40:09,2021/01/05 00:09:09,4000007,4000061,2.9000000000000004
7000751,1000576,5000661,2021/01/18 15:30:32,2021/01/18 15:42:32,4000083,4000015,1.2000000000000002
7000752,1000796,5000738,2021/02/16 23:51:18,2021/02/16 23:57:18,4000067,4000009,0.6000000000000001
7000753,1000037,5000643,2021/01/24 17:09:43,2021/01/24 17:20:43,4000090,4000066,1.1
7000754,1000862,5000813,2021/02/16 09:13:51,2021/02/16 09:30:51,4000014,4000039,1.7000000000000002
7000755,1000345,5000393,2020/12/08 16:26:40,2020/12/08 16:32:40,4000094,4000074,0.6000000000000001
7000756,1000061,5000842,2021/01/06 09:07:07,2021/01/06 09:21:07,4000044,4000090,1.4000000000000001
7000757,1000705,5000676,2020/12/31 07:18:43,2020/12/31 07:30:43,4000086,4000042,1.2000000000000002
7000758,1000109,5000985,2020/12/14 00:51:10,2020/12/14 01:14:10,4000086,4000005,2.3000000000000003
7000759,1000617,5000067,2021/01/06 00:04:51,2021/01/06 00:16:51,4000022,4000064,1.2000000000000002
7000760,1000801,5000949,2021/01/03 18:25:29,2021/01/03 18:38:29,4000046,4000053,1.3
7000761,1000727,5000100,2020/12/29 21:20:21,2020/12/29 21:41:21,4000063,4000044,2.1
7000762,1000603,5000280,2021/01/07 23:14:01,2021/01/07 23:31:01,4000051,4000054,1.7000000000000002
7000763,1000853,5000468,2020/12/06 00:44:17,2020/12/06 00:52:17,4000049,4000020,0.8
7000764,1000675,5000371,2021/02/17 19:45:47,2021/02/17 19:52:47,4000038,4000055,0.7000000000000001
7000765,1000626,5000583,2021/01/22 05:01:50,2021/01/22 05:23:50,4000052,4000090,2.2
7000766,1000678,5000663,2020/12/05 12:44:53,2020/12/05 13:05:53,4000067,4000084,2.1
7000767,1000707,5000064,2020/12/16 12:54:01,2020/12/16 13:20:01,4000099,4000059,2.6
7000768,1000868,5000554,2020/12/06 20:06:32,2020/12/06 20:23:32,4000094,4000014,1.7000000000000002
7000769,1000344,5000095,2021/02/18 16:39:13,2021/02/18 16:47:13,4000002,4000006,0.8
7000770,1000906,5000272,2021/02/01 15:20:58,2021/02/01 15:42:58,4000016,4000025,2.2
7000771,1000153,5000424,2021/02/04 04:52:03,2021/02/04 05:14:03,4000057,4000080,2.2
7000772,1000355,5000999,2021/01/04 10:30:04,2021/01/04 10:51:04,4000026,4000026,2.1
7000773,1000218,5000953,2020/12/17 23:44:47,2020/12/18 00:07:47,4000055,4000017,2.3000000000000003
7000774,1000011,5000351,2021/02/11 01:35:32,,4000056,,
7000775,1000780,5000336,2021/02/14 03:14:45,2021/02/14 03:40:45,4000017,4000084,2.6
7000776,1000079,5000298,2021/02/13 23:16:03,2021/02/13 23:37:03,4000099,4000035,2.1
7000777,1000512,5000512,2020/12/19 00:32:32,2020/12/19 00:43:32,4000017,4000062,1.1
7000778,1000812,5000857,2021/02/18 12:04:27,2021/02/18 12:18:27,4000026,4000069,1.4000000000000001
7000779,1000158,5000290,2020/12/25 04:28:35,2020/12/25 04:46:35,4000019,4000000,1.8
7000780,1000726,5000321,2020/12/13 03:22:36,2020/12/13 03:46:36,4000032,4000005,2.4000000000000004
7000781,1000700,5000574,2021/01/05 18:56:40,2021/01/05 19:05:40,4000059,4000055,0.9
7000782,1000424,5000090,2021/01/23 15:25:11,2021/01/23 15:42:11,4000008,4000032,1.7000000000000002
7000783,1000855,5000241,2020/12/04 12:16:19,2020/12/04 12:40:19,4000090,4000016,2.4000000000000004
7000784,1000442,5000561,2021/02/14 12:09:40,2021/02/14 12:23:40,4000044,4000060,1.4000000000000001
7000785,1000269,5000955,2021/01/26 04:15:24,2021/01/26 04:23:24,4000044,4000055,0.8
7000786,1000262,5000768,2021/02/13 06:05:50,2021/02/13 06:29:50,4000023,4000093,2.4000000000000004
7000787,1000564,5000068,2021/01/24 09:21:19,2021/01/24 09:42:19,4000052,4000070,2.1
7000788,1000843,5000242,2021/01/22 10:25:42,2021/01/22 10:51:42,4000089,4000004,2.6
7000789,1000580,5000795,2021/01/02 20:55:21,2021/01/02 21:06:21,4000034,4000043,1.1
7000790,1000040,5000060,2021/02/19 22:00:20,2021/02/19 22:27:20,4000028,4000026,2.7
7000791,1000694,5000074,2020/12/11 10:40:29,2020/12/11 11:04:29,4000098,4000042,2.4000000000000004
7000792,1000062,5000681,2021/01/31 01:15:14,2021/01/31 01:45:14,4000098,4000081,3.0
7000793,1000154,5000103,2020/12/18 13:04:20,2020/12/18 13:20:20,4000062,4000081,1.6
7000794,1000881,5000125,2021/02/15 09:52:17,2021/02/15 09:58:17,4000071,4000076,0.6000000000000001
7000795,1000333,5000330,2021/01/16 07:13:51,2021/01/16 07:31:51,4000006,4000053,1.8
7000796,1000223,5000727,2020/12/03 20:49:34,2020/12/03 21:12:34,4000068,4000066,2.3000000000000003
7000797,1000761,5000270,2021/01/27 02:35:39,2021/01/27 03:05:39,4000021,4000063,3.0
7000798,1000240,5000190,2021/02/05 08:26:55,2021/02/05 08:35:55,4000017,4000060,0.9
7000799,1000819,5000066,2020/12/08 05:19:36,2020/12/08 05:33:36,4000057,4000035,1.4000000000000001
7000800,1000452,5000377,2021/02/14 09:42:41,2021/02/14 09:58:41,4000075,4000060,1.6
7000801,1000656,5000697,2021/02/09 01:33:57,2021/02/09 01:54:57,4000045,4000077,2.1
7000802,1000443,5000114,2021/02/16 11:06:21,2021/02/16 11:17:21,4000085,4000029,1.1
7000803,1000568,5000832,2020/12/04 14:30:37,2020/12/04 14:50:37,4000048,4000085,2.0
7000804,1000401,5000314,2021/02/16 19:53:31,2021/02/16 20:18:31,4000072,4000026,2.5
7000805,1000671,5000026,2021/01/16 19:11:17,2021/01/16 19:29:17,4000063,4000074,1.8
7000806,1000809,5000876,2020/12/20 17:20:22,2020/12/20 17:34:22,4000061,4000092,1.4000000000000001
7000807,1000329,5000756,2021/02/03 16:54:46,2021/02/03 17:24:46,4000075,4000070,3.0
7000808,1000179,5000895,2021/01/22 01:25:58,2021/01/22 01:53:58,4000028,4000042,2.8000000000000003
7000809,1000831,5000947,2020/12/20 18:24:25,2020/12/20 18:49:25,4000031,4000055,2.5
7000810,1000879,5000856,2021/01/20 15:03:24,2021/01/20 15:31:24,4000094,4000013,2.8000000000000003
7000811,1000226,5000583,2021/02/09 00:47:37,2021/02/09 01:01:37,4000088,4000026,1.4000000000000001
7000812,1000740,5000448,2020/12/17 23:07:50,2020/12/17 23:35:50,4000079,4000034,2.8000000000000003
7000813,1000979,5000635,2021/01/08 22:46:10,2021/01/08 22:52:10,4000070,4000006,0.6000000000000001
7000814,1000488,5000464,2021/01/11 12:45:24,2021/01/11 13:09:24,4000002,4000067,2.4000000000000004
7000815,1000207,5000424,2021/02/02 09:57:13,2021/02/02 10:04:13,4000072,4000051,0.7000000000000001
7000816,1000149,5000927,2020/12/11 00:43:16,2020/12/11 01:05:16,4000006,4000090,2.2
7000817,1000688,5000681,2020/12/10 12:15:41,2020/12/10 12:38:41,4000077,4000020,2.3000000000000003
7000818,1000419,5000768,2021/01/03 20:18:18,2021/01/03 20:28:18,4000026,4000052,1.0
7000819,1000927,5000759,2021/01/25 21:58:01,2021/01/25 22:25:01,4000019,4000086,2.7
7000820,1000613,5000791,2020/12/23 06:54:59,2020/12/23 07:22:59,4000081,4000035,2.8000000000000003
7000821,1000042,5000945,2021/02/01 10:22:33,2021/02/01 10:46:33,4000065,4000072,2.4000000000000004
7000822,1000801,5000832,2021/01/12 06:00:48,2021/01/12 06:10:48,4000027,4000080,1.0
7000823,1000255,5000607,2021/01/20 09:25:28,2021/01/20 09:30:28,4000042,4000015,0.5
7000824,1000124,5000320,2021/01/30 11:04:00,2021/01/30 11:30:00,4000058,4000030,2.6
7000825,1000007,5000293,2021/02/06 23:22:23,,4000051,,
7000826,1000163,5000099,2021/02/07 12:46:39,2021/02/07 13:03:39,4000035,4000048,1.7000000000000002
7000827,1000883,5000117,2021/01/23 06:00:45,2021/01/23 06:30:45,4000004,4000063,3.0
7000828,1000861,5000263,2021/02/16 03:32:06,2021/02/16 03:38:06,4000092,4000069,0.6000000000000001
7000829,1000640,5000620,2021/01/23 15:35:04,2021/01/23 15:42:04,4000081,4000055,0.7000000000000001
7000830,1000379,5000126,2020/12/30 18:53:31,2020/12/30 19:00:31,4000016,4000069,0.7000000000000001
7000831,1000023,5000043,2020/12/13 07:57:21,2020/12/13 08:20:21,4000061,4000037,2.3000000000000003
7000832,1000166,5000801,2021/01/29 21:45:33,2021/01/29 22:05:33,4000050,4000034,2.0
7000833,1000127,5000854,2021/01/01 08:48:33,2021/01/01 09:16:33,4000055,4000074,2.8000000000000003
7000834,1000967,5000964,2020/12/20 21:08:03,2020/12/20 21:16:03,4000073,4000017,0.8
7000835,1000418,5000998,2020/12/26 09:40:19,2020/12/26 09:55:19,4000050,4000098,1.5
7000836,1000810,5000017,2021/02/08 18:04:11,2021/02/08 18:16:11,4000054,4000055,1.2000000000000002
7000837,1000961,5000949,2020/12/06 21:34:27,2020/12/06 22:02:27,4000024,4000022,2.8000000000000003
7000838,1000659,5000374,2021/02/17 05:25:17,2021/02/17 05:52:17,4000003,4000050,2.7
7000839,1000861,5000058,2021/02/18 13:27:58,2021/02/18 13:34:58,4000039,4000054,0.7000000000000001
7000840,1000976,5000588,2020/12/27 12:54:49,2020/12/27 13:14:49,4000001,4000079,2.0
7000841,1000856,5000885,2021/01/25 08:08:06,2021/01/25 08:20:06,4000084,4000099,1.2000000000000002
7000842,1000256,5000163,2021/01/23 10:10:41,2021/01/23 10:18:41,4000037,4000040,0.8
7000843,1000745,5000871,2021/01/06 06:17:50,2021/01/06 06:24:50,4000080,4000063,0.7000000000000001
7000844,1000990,5000321,2021/02/04 13:24:06,2021/02/04 13:32:06,4000088,4000073,0.8
7000845,1000354,5000931,2020/12/22 22:36:51,2020/12/22 22:56:51,4000008,4000009,2.0
7000846,1000597,5000778,2021/01/06 12:31:46,2021/01/06 12:48:46,4000073,4000009,1.7000000000000002
7000847,1000799,5000447,2021/02/17 22:01:07,2021/02/17 22:19:07,4000017,4000067,1.8
7000848,1000668,5000402,2021/02/16 04:45:34,2021/02/16 05:11:34,4000049,4000049,2.6
7000849,1000162,5000094,2020/12/15 00:49:10,2020/12/15 01:11:10,4000052,4000086,2.2
7000850,1000393,5000720,2021/01/23 22:07:58,2021/01/23 22:27:58,4000025,4000081,2.0
7000851,1000597,5000426,2020/12/23 23:59:05,2020/12/24 00:15:05,4000012,4000056,1.6
7000852,1000554,5000768,2020/12/31 11:21:38,2020/12/31 11:40:38,4000069,4000003,1.9000000000000001
7000853,1000150,5000361,2020/12/12 23:09:45,2020/12/12 23:27:45,4000025,4000088,1.8
7000854,1000022,5000361,2021/02/10 10:23:10,,4000064,,
7000855,1000189,5000289,2021/02/17 20:15:49,2021/02/17 20:35:49,4000034,4000061,2.0
7000856,1000033,5000710,2020/12/13 16:28:59,2020/12/13 16:40:59,4000097,4000022,1.2000000000000002
7000857,1000665,5000564,2020/12/08 13:39:23,2020/12/08 14:03:23,4000086,4000042,2.4000000000000004
7000858,1000671,5000450,2021/02/19 22:10:16,2021/02/19 22:39:16,4000084,4000042,2.9000000000000004
7000859,1000930,5000011,2021/01/09 00:07:31,2021/01/09 00:29:31,4000056,4000077,2.2
7000860,1000927,5000759,2021/02/08 20:52:42,2021/02/08 21:22:42,4000056,4000038,3.0
7000861,1000494,5000589,2021/01/18 11:13:39,2021/01/18 11:25:39,4000006,4000053,1.2000000000000002
7000862,1000126,5000582,2021/01/13 20:14:17,2021/01/13 20:27:17,4000070,4000096,1.3
7000863,1000645,5000390,2021/01/15 23:46:17,2021/01/16 00:02:17,4000057,4000070,1.6
7000864,1000625,5000249,2020/12/04 03:22:15,2020/12/04 03:46:15,4000023,4000070,2.4000000000000004
7000865,1000068,5000350,2020/12/20 17:43:02,2020/12/20 17:55:02,4000046,4000011,1.2000000000000002
7000866,1000601,5000933,2021/01/22 12:19:53,2021/01/22 12:28:53,4000061,4000043,0.9
7000867,1000179,5000051,2021/01/15 10:34:28,2021/01/15 10:49:28,4000017,4000028,1.5
7000868,1000438,5000611,2021/01/10 12:39:40,2021/01/10 13:09:40,4000031,4000054,3.0
7000869,1000055,5000494,2021/02/16 16:26:03,2021/02/16 16:31:03,4000040,4000064,0.5
7000870,1000747,5000505,2020/12/31 15:36:38,2020/12/31 16:02:38,4000023,4000017,2.6
7000871,1000128,5000279,2020/12/14 16:05:07,2020/12/14 16:26:07,4000025,4000010,2.1
7000872,1000855,5000247,2020/12/13 02:42:43,2020/12/13 02:53:43,4000035,4000003,1.1
7000873,1000606,5000961,2021/01/29 11:28:26,2021/01/29 11:40:26,4000023,4000059,1.2000000000000002
7000874,1000498,5000946,2021/02/14 09:40:07,2021/02/14 10:08:07,4000034,4000087,2.8000000000000003
7000875,1000432,5000574,2020/12/19 20:56:15,2020/12/19 21:07:15,4000001,4000027,1.1
7000876,1000511,5000513,2021/01/05 05:45:27,2021/01/05 06:06:27,4000067,4000084,2.1
7000877,1000115,5000734,2021/01/13 16:59:17,2021/01/13 17:22:17,4000077,4000079,2.3000000000000003
7000878,1000896,5000794,2021/01/17 02:05:30,2021/01/17 02:28:30,4000003,4000041,2.3000000000000003
7000879,1000701,5000446,2020/12/09 10:38:48,2020/12/09 11:07:48,4000098,4000038,2.9000000000000004
7000880,1000134,5000216,2020/12/13 03:30:17,2020/12/13 03:56:17,4000053,4000078,2.6
7000881,1000927,5000901,2021/01/05 14:30:56,2021/01/05 14:56:56,4000051,4000061,2.6
7000882,1000842,5000871,2021/02/20 20:30:06,2021/02/20 21:00:06,4000087,4000062,3.0
7000883,1000085,5000813,2021/02/20 03:49:43,2021/02/20 04:09:43,4000038,4000024,2.0
7000884,1000891,5000867,2021/02/05 04:57:19,2021/02/05 05:13:19,4000053,4000065,1.6
7000885,1000279,5000375,2021/01/26 03:30:17,2021/01/26 03:43:17,4000078,4000032,1.3
7000886,1000524,5000465,2021/01/31 01:11:59,2021/01/31 01:28:59,4000063,4000078,1.7000000000000002
7000887,1000511,5000113,2020/12/13 02:01:02,2020/12/13 02:12:02,4000018,4000022,1.1
7000888,1000125,5000188,2021/02/01 13:47:54,2021/02/01 14:00:54,4000043,4000049,1.3
7000889,1000940,5000454,2021/01/03 02:48:46,2021/01/03 03:00:46,4000084,4000052,1.2000000000000002
7000890,1000355,5000122,2021/01/27 06:50:08,2021/01/27 07:09:08,4000041,4000070,1.9000000000000001
7000891,1000099,5000675,2020/12/13 15:05:34,2020/12/13 15:20:34,4000087,4000096,1.5
7000892,1000529,5000300,2021/02/20 07:53:25,2021/02/20 07:59:25,4000044,4000031,0.6000000000000001
7000893,1000496,5000380,2020/12/14 05:08:45,2020/12/14 05:31:45,4000004,4000090,2.3000000000000003
7000894,1000068,5000448,2020/12/12 08:35:35,2020/12/12 08:59:35,4000049,4000041,2.4000000000000004
7000895,1000138,5000422,2021/02/05 06:49:44,2021/02/05 07:06:44,4000001,4000026,1.7000000000000002
7000896,1000181,5000742,2021/01/20 05:38:47,2021/01/20 05:57:47,4000085,4000046,1.9000000000000001
7000897,1000892,5000639,2021/01/07 12:23:44,2021/01/07 12:31:44,4000005,4000007,0.8
7000898,1000279,5000935,2021/02/06 18:26:41,2021/02/06 18:35:41,4000037,4000016,0.9
7000899,1000970,5000989,2021/02/05 07:23:05,2021/02/05 07:40:05,4000005,4000031,1.7000000000000002
7000900,1000520,5000014,2020/12/21 23:30:17,2020/12/21 23:55:17,4000049,4000002,2.5
7000901,1000040,5000641,2020/12/10 07:40:47,2020/12/10 07:48:47,4000094,4000078,0.8
7000902,1000119,5000931,2021/02/09 11:25:58,2021/02/09 11:46:58,4000004,4000089,2.1
7000903,1000521,5000922,2020/12/17 09:50:35,2020/12/17 10:08:35,4000017,4000062,1.8
7000904,1000008,5000718,2020/12/10 19:18:51,2020/12/10 19:26:51,4000025,4000003,0.8
7000905,1000480,5000353,2021/01/29 09:26:50,2021/01/29 09:34:50,4000010,4000072,0.8
7000906,1000111,5000750,2021/01/14 19:45:20,2021/01/14 19:55:20,4000071,4000054,1.0
7000907,1000677,5000250,2021/01/04 22:17:58,2021/01/04 22:27:58,4000077,4000013,1.0
7000908,1000680,5000687,2020/12/24 18:34:33,2020/12/24 18:42:33,4000013,4000006,0.8
7000909,1000480,5000113,2021/01/13 22:31:58,2021/01/13 22:48:58,4000031,4000020,1.7000000000000002
7000910,1000835,5000254,2020/12/04 15:22:13,2020/12/04 15:45:13,4000062,4000022,2.3000000000000003
7000911,1000362,5000912,2020/12/10 06:53:04,2020/12/10 07:16:04,4000074,4000038,2.3000000000000003
7000912,1000158,5000545,2021/02/10 04:56:19,2021/02/10 05:12:19,4000082,4000018,1.6
7000913,1000324,5000148,2020/12/09 08:21:24,2020/12/09 08:42:24,4000094,4000035,2.1
7000914,1000652,5000151,2020/12/06 23:49:01,2020/12/06 23:58:01,4000047,4000047,0.9
7000915,1000250,5000275,2021/01/06 17:27:36,2021/01/06 17:49:36,4000040,4000010,2.2
7000916,1000271,5000428,2021/01/12 10:16:49,2021/01/12 10:29:49,4000046,4000001,1.3
7000917,1000055,5000763,2021/01/16 05:31:52,2021/01/16 05:50:52,4000043,4000055,1.9000000000000001
7000918,1000473,5000164,2021/01/18 10:29:35,2021/01/18 10:58:35,4000089,4000056,2.9000000000000004
7000919,1000691,5000345,2021/01/10 22:09:06,2021/01/10 22:14:06,4000082,4000086,0.5
7000920,1000297,5000720,2021/01/29 00:19:19,2021/01/29 00:33:19,4000014,4000085,1.4000000000000001
7000921,1000152,5000731,2021/01/18 06:05:21,2021/01/18 06:25:21,4000046,4000076,2.0
7000922,1000636,5000176,2020/12/02 04:56:13,2020/12/02 05:15:13,4000048,4000061,1.9000000000000001
7000923,1000235,5000226,2020/12/30 23:24:19,2020/12/30 23:41:19,4000092,4000026,1.7000000000000002
7000924,1000102,5000099,2021/02/06 16:54:04,2021/02/06 17:23:04,4000077,4000058,2.9000000000000004
7000925,1000587,5000119,2021/02/02 21:43:39,2021/02/02 22:10:39,4000031,4000075,2.7
7000926,1000529,5000004,2021/01/21 03:07:39,2021/01/21 03:16:39,4000096,4000062,0.9
7000927,1000501,5000985,2021/02/19 08:07:07,2021/02/19 08:29:07,4000005,4000072,2.2
7000928,1000749,5000237,2021/02/08 09:41:11,2021/02/08 10:10:11,4000077,4000095,2.9000000000000004
7000929,1000940,5000123,2021/01/23 07:13:17,2021/01/23 07:26:17,4000088,4000010,1.3
7000930,1000989,5000453,2020/12/22 16:07:42,2020/12/22 16:34:42,4000012,4000076,2.7
